Company Name,Ticker,Market Cap (mil),Optionable,Div. Yield %,Next EPS Report Date  (yyyymmdd)
"LouisianaPacific","LPX","3903.13","YES","1.77","20240220"
"Lam Research","LRCX","79952.93","YES","1.32","20240124"
"Stride","LRN","2381.34","YES","0","20240123"
"Lattice Semiconductor","LSCC","7537.73","YES","0","20240212"
"Landstar System","LSTR","5958.85","YES",".8","20240207"
"Liberty Media Corporation - Liberty SiriusXM Serie","LSXMA","8161.13","YES","0","20231103"
"Liberty Media Corporation - Liberty SiriusXM Serie","LSXMK","8203.59","YES","0","20231103"
"Life Time Group Holdings","LTH","2211.56","YES","0","20240313"
"Livent","LTHM","2573.52","YES","0","20240213"
"Lufax","LU","2197.85","YES","6.51","20231122"
"lululemon athletica","LULU","50227.7","YES","0","20231214"
"Southwest Airlines","LUV","13251.65","YES","3.24","20240125"
"Las Vegas Sands","LVS","35724.66","YES","1.71","20240124"
"LiveWire Group, Inc.","LVWR","2045.69","YES","0","20240304"
"Lamb Weston","LW","13182.57","YES","1.23","20240104"
"LXP Industrial Trust","LXP","2332.07","YES","6.27","20240215"
"LyondellBasell Industries","LYB","29156.88","YES","5.56","20240202"
"Lyft","LYFT","3541.8","YES","0","20231108"
"Lloyds Banking Group","LYG","30661.1","YES","4.67","20240228"
"Live Nation Entertainment","LYV","18506.46","YES","0","20231102"
"Macy's","M","3300.03","YES","5.49","20231116"
"Mastercard","MA","355986.69","YES",".6","20240125"
"MidAmerica Apartment Communities","MAA","13720.12","YES","4.76","20240207"
"The Macerich Company","MAC","2111.66","YES","6.93","20240206"
"Main Street Capital","MAIN","3239.42","YES","7.18","20231102"
"ManpowerGroup","MAN","3450.77","YES","4.22","20240130"
"Manhattan Associates","MANH","12198.52","YES","0","20240201"
"Manchester United","MANU","2952.23","YES","0","20231214"
"Marriott International","MAR","56307.64","YES","1.1","20231102"
"Masco","MAS","11833.44","YES","2.16","20240208"
"Masimo","MASI","4149.92","YES","0","20231107"
"Mattel","MAT","6845.52","YES","0","20240214"
"Matson","MATX","3099.07","YES","1.44","20240220"
"Mobileye Global Inc.","MBLY","28818.53","YES","0","20240125"
"Moelis & Company","MC","3027.29","YES","5.63","20231102"
"McDonald's","MCD","190914.16","YES","2.32","20240130"
"Microchip Technology","MCHP","38669.51","YES","2.31","20231102"
"McKesson","MCK","61999.79","YES",".54","20240207"
"Moody's","MCO","57257.04","YES",".98","20240130"
"Mercury General","MCY","2079.19","YES","3.38","20240213"
"MongoDB","MDB","24187.25","YES","0","20231205"
"M.D.C.","MDC","2952.11","YES","5.56","20240130"
"Madrigal Pharmaceuticals","MDGL","2521.14","YES","0","20231102"
"Mondelez International","MDLZ","90903.13","YES","2.54","20240130"
"Medtronic","MDT","94268.32","YES","3.9","20231121"
"MDU Resources Group","MDU","3795.82","YES","2.68","20231102"
"Medpace","MEDP","7720.26","YES","0","20240212"
"MercadoLibre","MELI","65120.97","YES","0","20240222"
"Methanex","MEOH","2823.79","YES","1.77","20240201"
"MetLife","MET","45106.31","YES","3.47","20240207"
"Meta Platforms","META","802440.38","YES","0","20240207"
"Manulife Financial Corp","MFC","32153.34","YES","6.26","20231108"
"Mizuho Financial Group","MFG","44805.67","YES","2.54","20231113"
"Magna International","MGA","13814.08","YES","3.81","20231103"
"MGE Energy","MGEE","2617.5","YES","2.36","20231102"
"MGM Resorts International","MGM","12270.6","YES","0","20231108"
"MGP Ingredients","MGPI","2065.8","YES",".51","20231102"
"McGrath RentCorp","MGRC","2424.21","YES","1.88","20240228"
"Magnolia Oil & Gas Corp","MGY","4674.89","YES","2.06","20240213"
"Mohawk Industries","MHK","5184.19","YES","0","20240208"
"MI Homes","MHO","2403.05","YES","0","20240207"
"The Middleby","MIDD","5952.62","YES","0","20231108"
"McCormick & Company","MKC","17202.75","YES","2.43","20240125"
"MARKEL GROUP","MKL","19799.64","YES","0","20240207"
"MKS Instruments","MKSI","4399.57","YES","1.34","20240226"
"MarketAxess","MKTX","8234.58","YES","1.33","20240124"
"Melco Resorts & Entertainment Limited","MLCO","3551.81","YES","0","20231107"
"Mueller Industries","MLI","4320.93","YES","1.58","20240206"
"Martin Marietta Materials","MLM","27214.82","YES",".67","20240221"
"MOONLAKE IMMUNO","MLTX","3032.38","YES","0","20231113"
"Marsh & McLennan Companies","MMC","93708.42","YES","1.49","20240125"
"3M","MMM","50017.83","YES","6.63","20240123"
"Maximus","MMS","4565.46","YES","1.49","20231115"
"Merit Medical Systems","MMSI","4103.75","YES","0","20240228"
"MakeMyTrip Limited","MMYT","4034.02","YES","0","20240130"
"monday.com","MNDY","5618.61","YES","0","20231113"
"MINISO Group Holding Limited","MNSO","8049.7","YES","1.54","20231113"
"Monster Beverage","MNST","54104.32","YES","0","20231102"
"Altria Group","MO","70569","YES","9.82","20240207"
"Modine Manufacturing","MOD","2153.08","YES","0","20240207"
"TOPGOLF CALLAWY","MODG","2184.9","YES","0","20231108"
"Moog","MOG.A","3682.36","YES",".94","20231103"
"Molina Healthcare","MOH","19637.19","YES","0","20240214"
"Morningstar","MORN","10971.81","YES",".58","20240222"
"The Mosaic Company","MOS","10729.32","YES","2.48","20231107"
"MP Materials","MP","2801.52","YES","0","20231102"
"Marathon Petroleum","MPC","62059.8","YES","1.93","20240130"
"MPLX LP","MPLX","36103.88","YES","8.6","20240130"
"Medical Properties Trust","MPW","2788.54","YES","12.88","20240222"
"Monolithic Power Systems","MPWR","21838.16","YES",".88","20240214"
"Marqeta","MQ","2727.28","YES","0","20231107"
"Mercury Systems","MRCY","2088.44","YES","0","20231107"
"Merck & Co.","MRK","260984.06","YES","2.84","20240201"
"Moderna","MRNA","29001.15","YES","0","20231102"
"Marathon Oil","MRO","16420.18","YES","1.48","20240221"
"Mirati Therapeutics","MRTX","3290.63","YES","0","20231114"
"Marvell Technology","MRVL","41155.56","YES",".5","20231207"
"Morgan Stanley","MS","117561.77","YES","4.79","20240116"
"MSA Safety Incorporporated","MSA","6197.8","YES","1.19","20240221"
"MSCI","MSCI","37323.34","YES","1.17","20240130"
"Microsoft","MSFT","2572083","YES",".79","20240123"
"The Madison Square Garden Company","MSGS","4005.72","YES","0","20231102"
"Motorola Solutions","MSI","46843.5","YES","1.25","20231102"
"MSC","MSM","5348.49","YES","3.31","20240104"
"MicroStrategy","MSTR","6009.81","YES","0","20240201"
"ArcelorMittal","MT","17749.65","YES",".85","20231109"
"M&T Bank","MTB","18607.82","YES","4.64","20240118"
"Match Group","MTCH","8145.16","YES","0","20240130"
"MettlerToledo International","MTD","21197.5","YES","0","20231109"
"Matador Resources","MTDR","7256.51","YES",".99","20240220"
"MGIC Investment","MTG","4692.11","YES","2.72","20240207"
"Meritage Homes","MTH","4487.2","YES",".88","20240207"
"Vail Resorts","MTN","8056.04","YES","3.9","20231214"
"Materion","MTRN","2177.8","YES",".49","20240215"
"MACOM Technology Solutions","MTSI","5013.31","YES","0","20231109"
"MasTec","MTZ","3862.58","YES","0","20240222"
"Micron Technology","MU","76203.59","YES",".66","20231220"
"Mitsubishi UFJ Financial Group","MUFG","102790.83","YES","2.07","20231113"
"Murphy Oil","MUR","6996.03","YES","2.45","20231102"
"Murphy USA","MUSA","7838.07","YES",".43","20240207"
"Nable","NABL","2381.63","YES","0","20231113"
"Inari Medical","NARI","3522.01","YES","0","20240226"
"Neurocrine Biosciences","NBIX","10959.02","YES","0","20240205"
"Norwegian Cruise Line","NCLH","5573.05","YES","0","20240227"
"nCino","NCNO","3129.9","YES","0","20231129"
"Nasdaq","NDAQ","23932.01","YES","1.81","20240124"
"Nordson","NDSN","12059.71","YES","1.29","20231213"
"Noble Corporation PLC","NE","6726.7","YES","2.45","20240226"
"NextEra Energy","NEE","118245.61","YES","3.2","20240124"
"Newmont","NEM","29622.2","YES","4.29","20240222"
"Neogen","NEOG","3194.91","YES","0","20240104"
"NextEra Energy Partners","NEP","2542.3","YES","12.55","20240124"
"Cloudflare","NET","18365.31","YES","0","20231102"
"NewMarket","NEU","4696.3","YES","1.84","20240130"
"New Relic","NEWR","6153.49","YES","0","20240206"
"New Fortress Energy","NFE","6261.66","YES","1.31","20231108"
"National Fuel Gas Company","NFG","4745.22","YES","3.83","20240201"
"Netflix","NFLX","183908.63","YES","0","20240118"
"National Health Investors","NHI","2180.48","YES","7.17","20231107"
"NiSource","NI","10496.67","YES","3.94","20240228"
"Nice","NICE","9679.52","YES","0","20231109"
"NIO","NIO","12807.34","YES","0","20231109"
"NewJersey Resources","NJR","4069.31","YES","4.03","20231121"
"NIKE","NKE","153530.3","YES","1.35","20231219"
"Annaly Capital Management","NLY","8026","YES","16","20240214"
"NMI","NMIH","2266.83","YES","0","20240213"
"Nomura","NMR","12164.9","YES","3.53","20240207"
"Nelnet","NNI","3148.64","YES","1.23","20231107"
"NNN REIT, Inc.","NNN","6924.34","YES","5.95","20240208"
"Northrop Grumman","NOC","70610.15","YES","1.6","20240125"
"Northern Oil and Gas","NOG","3518.12","YES","4.02","20240222"
"Nokia","NOK","18248.64","YES","2.58","20240125"
"Nomad Foods Limited","NOMD","2426.79","YES","0","20231109"
"NOV","NOV","7756.42","YES","1.02","20240205"
"Novanta","NOVT","4727.77","YES","0","20231107"
"ServiceNow","NOW","121663.4","YES","0","20240124"
"EnPro Industries","NPO","2437.4","YES",".99","20240220"
"NRG Energy","NRG","10049.09","YES","3.44","20231102"
"National Storage Affiliates Trust","NSA","2550.42","YES","7.84","20240226"
"Norfolk Southern","NSC","43008.87","YES","2.84","20240124"
"Insight Enterprises","NSIT","5139.94","YES","0","20231102"
"Insperity","NSP","3876.44","YES","2.19","20240208"
"NetApp","NTAP","15315.48","YES","2.73","20231205"
"Natura & Co Holding","NTCO","3467.12","YES","0","20231108"
"NetEase","NTES","70944.02","YES","1.93","20231116"
"Intellia Therapeutics","NTLA","2256.52","YES","0","20231102"
"Nutanix","NTNX","8755.49","YES","0","20231129"
"Nutrien","NTR","26783.86","YES","3.91","20240221"
"Natera","NTRA","4548.54","YES","0","20231108"
"Northern Trust","NTRS","13846.59","YES","4.49","20240118"
"Nu ","NU","38966.74","YES","0","20231113"
"Nucor","NUE","36808.44","YES","1.38","20240125"
"Nuvalent","NUVL","3061.09","YES","0","20231109"
"NVIDIA","NVDA","1045427.5","YES",".04","20231121"
"Nova Ltd.","NVMI","2743.3","YES","0","20231109"
"Novo Nordisk","NVO","438342.16","YES",".64","20231102"
"Novartis","NVS","199793.52","YES","2.41","20240207"
"Envista","NVST","3766.31","YES","0","20240214"
"nVent Electric","NVT","8189.41","YES","1.42","20240206"
"NorthWestern","NWE","2999.03","YES","5.23","20240215"
"NatWest Group","NWG","19232.76","YES","6.24","20240216"
"Newell Brands","NWL","2742","YES","4.23","20240209"
"News Corporation","NWS","12279.86","YES",".93","20231109"
"News Corporation","NWSA","11874.15","YES",".96","20231109"
"NexGen Energy","NXE","3170.2","YES","0","20231103"
"NXP Semiconductors","NXPI","44476.02","YES","2.35","20231106"
"Nexstar Media Group","NXST","4927","YES","3.85","20231108"
"Nextracker Inc.","NXT","2088.92","YES","0","20240124"
"New York Community Bancorp","NYCB","6856.29","YES","7.17","20240130"
"The New York Times Company","NYT","6670.53","YES","1.08","20231108"
"Realty Income","O","34014.72","YES","6.4","20231106"
"Blue Owl Capital Corporation","OBDC","5273.08","YES","9.76","20231108"
"Owens Corning","OC","10292.61","YES","1.8","20240221"
"Old Dominion Freight Line","ODFL","42685.57","YES",".41","20240207"
"OGE Energy","OGE","6909.91","YES","4.85","20231102"
"Organon & Co.","OGN","3744.08","YES","7.65","20231102"
"ONE Gas","OGS","3407.1","YES","4.23","20240228"
"Omega Healthcare Investors","OHI","8139.56","YES","8.06","20231102"
"OI Glass","OI","2268.53","YES","0","20240130"
"Oceaneering International","OII","2230.06","YES","0","20240222"
"ONEOK","OKE","28894.56","YES","5.92","20240226"
"Okta","OKTA","11275.29","YES","0","20231129"
"Universal Display","OLED","6490.25","YES","1.02","20231102"
"Olink Holding","OLK","3082.85","YES","0","20231109"
"Ollie's Bargain Outlet","OLLI","4814.79","YES","0","20231206"
"Olin","OLN","5187.52","YES","1.89","20240125"
"Grupo Aeroportuario del Centro Norte","OMAB","2682.81","YES","6.09","20240215"
"Omnicom Group","OMC","14742.14","YES","3.76","20240206"
"OneMain","OMF","4358.52","YES","11","20240206"
"ON Semiconductor","ON","27926.43","YES","0","20240205"
"Old National Bancorp","ONB","3979.32","YES","4.12","20240123"
"On Holding ","ONON","16632.74","YES","0","20231114"
"Onto Innovation","ONTO","5571.38","YES","0","20231109"
"Option Care Health","OPCH","5078.33","YES","0","20240222"
"Osisko Gold Royalties","OR","2269.63","YES","1.45","20231108"
"Ormat Technologies","ORA","3713.84","YES",".78","20231108"
"Oracle","ORCL","289689.03","YES","1.51","20231211"
"Old Republic International","ORI","7955.77","YES","3.51","20240125"
"O'Reilly Automotive","ORLY","56381.32","YES","0","20240214"
"Oshkosh","OSK","5821.8","YES","1.84","20240130"
"Open Text","OTEX","9080.71","YES","3","20231102"
"Otis Worldwide","OTIS","31435.17","YES","1.77","20240207"
"Otter Tail","OTTR","3316.82","YES","2.2","20240212"
"Ovintiv","OVV","13046.7","YES","2.52","20231107"
"Blue Owl Capital","OWL","17660.48","YES","4.46","20231102"
"Occidental Petroleum","OXY","54284.09","YES","1.17","20231107"
"Bank OZK","OZK","4043.71","YES","4.14","20240118"
"Ozon","OZON","2422.35","YES","0","20231121"
"Plains All American Pipeline","PAA","10741.24","YES","6.96","20231103"
"Pan American Silver","PAAS","5339.03","YES","2.73","20231107"
"Penske Automotive Group","PAG","9930.22","YES","1.95","20240214"
"Plains Group","PAGP","3116.64","YES","6.74","20231103"
"PagSeguro Digital","PAGS","2353.4","YES","0","20231128"
"Pampa Energia","PAM","2072.01","YES","0","20231106"
"Palo Alto Networks","PANW","76106.38","YES","0","20231116"
"PARAMOUNT GLBL","PARA","7031.91","YES","1.85","20231102"
"Paramount Global","PARAA","8835.46","YES","1.47","20231102"
"Par Pacific","PARR","2015.21","YES","0","20231106"
"UiPath","PATH","8795.78","YES","0","20231207"
"Paycom Software","PAYC","9111.78","YES","1","20240206"
"Payoneer Global","PAYO","2065.24","YES","0","20231108"
"Paychex","PAYX","39323.76","YES","3.27","20231228"
"Prosperity Bancshares","PB","5103.19","YES","4.04","20240124"
"Pembina Pipeline","PBA","16987.49","YES","6.39","20231102"
"PBF Energy","PBF","5957.29","YES","1.66","20231102"
"PRESTIGE CONSMR","PBH","2948.09","YES","0","20231102"
"Petroleo Brasileiro","PBR","99983.8","YES","2.1","20231102"
"Petroleo Brasileiro","PBR.A","92287.72","YES","2.28","20231102"
"PACCAR","PCAR","43471.25","YES","1.3","20240123"
"PG&E","PCG","43529.57","YES","0","20240222"
"Potlatch","PCH","3365.06","YES","4.27","20240129"
"Procore Technologies","PCOR","8568.21","YES","0","20240215"
"Paylocity Holding","PCTY","9220.53","YES","0","20231102"
"Vaxcyte","PCVX","4503.71","YES","0","20231106"
"Patterson Companies","PDCO","2960.81","YES","3.37","20231207"
"PDD Holdings Inc.","PDD","135825.09","YES","0","20231127"
"Healthpeak Properties","PEAK","8523.42","YES","7.7","20240206"
"Phillips Edison & Company","PECO","4051.47","YES","3.39","20240208"
"Public Service Enterprise Group","PEG","31084.85","YES","3.65","20240220"
"Pegasystems","PEGA","3675.63","YES",".27","20240221"
"Penumbra","PEN","7459.02","YES","0","20231102"
"PENN Entertainment, Inc.","PENN","2960.33","YES","0","20231102"
"PepsiCo","PEP","226673.83","YES","3.07","20240208"
"Pfizer","PFE","172258.22","YES","5.38","20240130"
"Principal Financial Group","PFG","16257.74","YES","3.87","20240129"
"Performance Food Group","PFGC","9152.18","YES","0","20231108"
"PennyMac Financial Services","PFSI","3430.31","YES","1.16","20240201"
"Procter & Gamble","PG","352613.75","YES","2.52","20240118"
"Progyny","PGNY","2903.22","YES","0","20231107"
"The Progressive","PGR","93425.1","YES",".25","20240124"
"ParkerHannifin","PH","47608.96","YES","1.6","20231102"
"Koninklijke Philips","PHG","18062.24","YES","4.76","20240129"
"PulteGroup","PHM","16650.4","YES",".83","20240130"
"Polaris","PII","4892.79","YES","3","20240130"
"Premier","PINC","2282.12","YES","4.39","20231107"
"Pinterest","PINS","20046.59","YES","0","20240205"
"Piper Sandler Companies","PIPR","2490.6","YES","1.71","20240202"
"Park Hotels & Resorts","PK","2474.46","YES","5.23","20240228"
"Packaging Corporation of America","PKG","13810.96","YES","3.26","20240124"
"POSCO","PKX","23132.35","YES","1.95","20240126"
"Prologis","PLD","93875.45","YES","3.43","20240117"
"Planet Fitness","PLNT","4757.89","YES","0","20231107"
"Playtika","PLTK","3052.91","YES","0","20231108"
"Palantir Technologies","PLTR","32105.24","YES","0","20231102"
"Plug Power","PLUG","3461.34","YES","0","20231109"
"Plexus","PLXS","2710.74","YES","0","20240124"
"Philip Morris International","PM","138179.66","YES","5.84","20240208"
"The PNC Financial Services Group","PNC","45185.96","YES","5.46","20240117"
"Pinnacle Financial Partners","PNFP","4827.35","YES","1.4","20240116"
"PNM Resources","PNM","3623.09","YES","3.48","20240223"
"Pentair","PNR","9739.42","YES","1.49","20240130"
"Pinnacle West Capital","PNW","8563","YES","4.66","20231102"
"Insulet","PODD","9615.76","YES","0","20231102"
"Pool Corp.","POOL","12349.49","YES","1.38","20240215"
"Portland General Electric","POR","4139","YES","4.64","20240215"
"Post Holdings","POST","4903.61","YES","0","20231116"
"Power Integrations","POWI","3994.62","YES","1.09","20231107"
"Pilgrim's Pride","PPC","6066.56","YES","0","20240214"
"PPG Industries","PPG","28996.33","YES","2.11","20240118"
"PPL","PPL","18206.09","YES","3.89","20231102"
"Permian Resources Corporation","PR","8109.69","YES","1.4","20231107"
"Perficient","PRFT","2004.64","YES","0","20240227"
"Perrigo","PRGO","3796.52","YES","3.89","20231107"
"Progress Software","PRGS","2226.19","YES","1.37","20240116"
"Primerica","PRI","6952.36","YES","1.34","20231107"
"Primo Water","PRMW","2119.27","YES","2.43","20231102"
"Prudential Financial","PRU","33149.16","YES","5.48","20240206"
"Privia Health Group","PRVA","2396.56","YES","0","20231103"
"Public Storage","PSA","42654.47","YES","4.95","20240220"
"Prospect Capital","PSEC","2078.61","YES","14.12","20231108"
"Parsons","PSN","6405.35","YES","0","20240221"
"Polestar Automotive Holding UK PLC","PSNY","4333.87","YES","0","20231110"
"Pure Storage","PSTG","10628.34","YES","0","20231129"
"Phillips 66","PSX","51693.47","YES","3.62","20240130"
"PTC","PTC","16504.74","YES","0","20240207"
"PattersonUTI Energy","PTEN","2612.4","YES","2.55","20231108"
"PVH","PVH","4409.21","YES",".21","20231129"
"Quanta Services","PWR","23176.66","YES",".2","20231102"
"PowerSchool","PWSC","3866.87","YES","0","20231107"
"Pioneer Natural Resources","PXD","55457.28","YES","2.1","20231102"
"Paycor HCM","PYCR","3361.43","YES","0","20231108"
"PayPal","PYPL","56724.62","YES","0","20240208"
"Papa John's International","PZZA","2136.74","YES","2.82","20231102"
"Qualcomm","QCOM","121979","YES","2.89","20240201"
"QuidelOrtho","QDEL","4040.83","YES","0","20240221"
"Qifu Technology, Inc.","QFIN","2367.68","YES","6.68","20231113"
"QIAGEN","QGEN","8634.36","YES","0","20240206"
"Qualys","QLYS","5578.39","YES","0","20231102"
"Qorvo","QRVO","8598.5","YES","0","20240207"
"QuantumScape","QS","2278.58","YES","0","20240221"
"Restaurant Brands International","QSR","21315.45","YES","3.28","20231103"
"Ryder System","R","4323.19","YES","2.91","20240221"
"Ultragenyx Pharmaceutical","RARE","2576.45","YES","0","20231102"
"RB Global, Inc.","RBA","11975.38","YES","1.64","20231109"
"RBC Bearings","RBC","6287.05","YES","0","20231109"
"Roblox","RBLX","18043.21","YES","0","20231108"
"Rogers Communication","RCI","19974.54","YES","3.92","20231109"
"Royal Caribbean Cruises","RCL","21849.17","YES","0","20240206"
"R1 RCM INC","RCM","5069.4","YES","0","20231102"
"Radian Group","RDN","4020.66","YES","3.52","20240214"
"Dr. Reddys Laboratories","RDY","10928.3","YES",".63","20240124"
"Regency Centers","REG","10371.35","YES","4.29","20231102"
"Regeneron Pharmaceuticals","REGN","85899.27","YES","0","20231102"
"Remitly Global","RELY","4999.27","YES","0","20240228"
"Rexford Industrial Realty","REXR","9290.39","YES","3.45","20240214"
"Reynolds Consumer Products","REYN","5290.13","YES","3.65","20231108"
"Resideo Technologies","REZI","2169.02","YES","0","20240221"
"Regions Financial","RF","13644.01","YES","6.6","20240119"
"Reinsurance Group of America","RGA","9831.79","YES","2.29","20231102"
"Repligen","RGEN","7339.68","YES","0","20240228"
"Royal Gold","RGLD","6876.95","YES","1.43","20240221"
"RH","RH","3926.05","YES","0","20231214"
"Robert Half Inc.","RHI","7921.95","YES","2.6","20240125"
"Ryman Hospitality Properties","RHP","5168.79","YES","4.62","20231106"
"Transocean","RIG","5380.06","YES","0","20240220"
"Riot Platforms, Inc.","RIOT","2028.54","YES","0","20231106"
"RITHM CAP CP","RITM","4601.21","YES","10.5","20240214"
"Rivian Automotive","RIVN","15293.44","YES","0","20231107"
"Raymond James Financial","RJF","20050.88","YES","1.75","20240124"
"Rocket Lab USA","RKLB","2049.3","YES","0","20231108"
"Rocket Companies","RKT","14868.93","YES","0","20231102"
"Ralph Lauren","RL","7274.25","YES","2.69","20231108"
"RLI","RLI","6169.52","YES",".8","20240124"
"RLX Technology","RLX","2544.68","YES","0","20231115"
"Rambus","RMBS","5912.13","YES","0","20240205"
"ResMed","RMD","21648.98","YES","1.3","20240125"
"Ringcentral","RNG","2403.09","YES","0","20231106"
"RenaissanceRe","RNR","11616.67","YES",".67","20240130"
"ReNew Energy Global","RNW","2096.47","YES","0","20231121"
"Construction Partners","ROAD","2087.98","YES","0","20231128"
"Rogers","ROG","2228.21","YES","0","20240227"
"Montes Archimedes Acquisition","ROIV","6991.98","YES","0","20231113"
"Rockwell Automation","ROK","30665.35","YES","1.77","20231102"
"Roku","ROKU","8448.02","YES","0","20240221"
"Rollins","ROL","18015.89","YES","1.4","20240221"
"Roper Technologies","ROP","52125.05","YES",".56","20240126"
"Ross Stores","ROST","39509.27","YES","1.16","20231116"
"Rapid7","RPD","2798.07","YES","0","20240214"
"RPM International","RPM","11987.47","YES","1.98","20240104"
"Royalty Pharma","RPRX","16387.63","YES","2.94","20231108"
"Range Resources","RRC","8853.48","YES",".87","20240226"
"Red Rock Resorts","RRR","3979.88","YES","2.62","20231107"
"Regal Beloit","RRX","7838.67","YES","1.18","20240207"
"Reliance Steel & Aluminum Co.","RS","15344.88","YES","1.53","20240215"
"Republic Services","RSG","46799.04","YES","1.44","20240221"
"RTX Corporation","RTX","118123.6","YES","2.87","20240123"
"Sunrun","RUN","2061.07","YES","0","20240228"
"Rush Enterprises","RUSHA","2962.09","YES","1.85","20240221"
"Revolution Medicines","RVMD","2221.61","YES","0","20231106"
"Revvity, Inc.","RVTY","10246.08","YES",".34","20240213"
"Royal Bank Of Canada","RY","112609.76","YES","4.95","20231129"
"Ryanair","RYAAY","20386.93","YES","0","20231106"
"Ryan Specialty Holdings Inc.","RYAN","11233.59","YES","0","20231102"
"Rayonier","RYN","3730.44","YES","4.53","20240207"
"SentinelOne","S","4600.69","YES","0","20231205"
"Saia","SAIA","10086.36","YES","0","20240202"
"Science Applications International","SAIC","5810.19","YES","1.35","20231204"
"The Boston Beer Company","SAM","4047.33","YES","0","20240221"
"Banco Santander","SAN","59072.13","YES","3.23","20240201"
"Sanmina","SANM","2985.66","YES","0","20231106"
"SAP","SAP","160517.16","YES","1.19","20240125"
"SBA Communications","SBAC","22506.76","YES","1.64","20231102"
"Sabra Healthcare REIT","SBRA","3218.56","YES","8.62","20231106"
"Starbucks","SBUX","104632.29","YES","2.32","20231102"
"Southern Copper","SCCO","55594.21","YES","5.56","20240202"
"Charles Schwab","SCHW","93503","YES","1.89","20240117"
"Service Corporation International","SCI","8073.89","YES","2.17","20240213"
"Seadrill Limited","SDRL","2052","YES","0","20231127"
"Sea Limited","SE","22838.85","YES","0","20231114"
"SeaWorld Entertainment","SEAS","2703.43","YES","0","20231108"
"SolarEdge Technologies","SEDG","4286.52","YES","0","20240212"
"Sealed Air","SEE","4395.85","YES","2.63","20231102"
"SEI Investments","SEIC","7126.79","YES","1.59","20240124"
"Select Medical","SEM","2868.35","YES","2.22","20231102"
"Stifel Financial","SF","5972.37","YES","2.52","20240124"
"ServisFirst Bancshares","SFBS","2563.88","YES","2.38","20240122"
"Sprouts Farmers Market","SFM","4120.32","YES","0","20240307"
"Seagen","SGEN","40236.8","YES","0","20240221"
"SIGMA LITHIUM","SGML","2801.69","YES","0","20231116"
"Surgery Partners","SGRY","2865.2","YES","0","20231107"
"Shake Shack","SHAK","2422.35","YES","0","20231102"
"Sotera Health","SHC","3637.26","YES","0","20240227"
"Shell","SHEL","220207.72","YES","4.05","20231102"
"Shinhan Financial Group Co","SHG","13196.91","YES","4.9","20240304"
"Shoals Technologies Group","SHLS","2455.63","YES","0","20231107"
"Steven Madden","SHOO","2432.66","YES","2.6","20231108"
"Shopify","SHOP","62571.73","YES","0","20231102"
"SherwinWilliams","SHW","61152.86","YES","1.01","20240125"
"National Steel","SID","3302.31","YES","17.63","20231106"
"Signet Jewelers","SIG","3134.85","YES","1.32","20231205"
"Selective Insurance Group","SIGI","6454","YES","1.13","20240201"
"Sirius XM","SIRI","17290.81","YES","2.15","20240201"
"SITE Centers Corp.","SITC","2523.84","YES","4.31","20240214"
"SiteOne Landscape Supply","SITE","5557.05","YES","0","20240221"
"SiTime","SITM","2148.82","YES","0","20240207"
"The J. M. Smucker Co.","SJM","11539.83","YES","3.75","20231120"
"SJW Group","SJW","2002.2","YES","2.42","20240228"
"Tanger Factory Outlet Centers","SKT","2428.61","YES","4.5","20231106"
"Skyline","SKY","3181.19","YES","0","20240205"
"Silicon Laboratories","SLAB","2777.62","YES","0","20240207"
"Schlumberger","SLB","79512.28","YES","1.79","20240119"
"Sun Life Financial","SLF","26947.39","YES","4.93","20231114"
"Silgan Holdings","SLGN","4479.22","YES","1.77","20240123"
"SLM","SLM","3043.35","YES","3.27","20240207"
"SM Energy","SM","4696.96","YES","1.52","20231102"
"Smartsheet","SMAR","5226.94","YES","0","20231207"
"Super Micro Computer","SMCI","13345.08","YES","0","20240130"
"Sumitomo Mitsui Financial Group","SMFG","65940.18","YES","2.8","20231113"
"Scotts MiracleGro","SMG","2958.31","YES","5.01","20240207"
"Simply Good Foods","SMPL","3627.57","YES","0","20240104"
"SnapOn","SNA","13750.23","YES","2.49","20240201"
"Snap","SNAP","16211.85","YES","0","20240130"
"Schneider National","SNDR","4487.15","YES","1.42","20231102"
"Snowflake","SNOW","47562.52","YES","0","20231129"
"Synopsys","SNPS","72305.3","YES","0","20231129"
"Synovus Financial","SNV","3829.58","YES","5.8","20240117"
"TD SYNNEX","SNX","8588.64","YES","1.51","20240109"
"Sanofi","SNY","117192.88","YES","2.97","20240202"
"The Southern Company","SO","74626.1","YES","4.09","20231102"
"SoFi Technologies","SOFI","7201.87","YES","0","20240129"
"Sonoco","SON","5306.29","YES","3.77","20240214"
"Sony","SONY","104925.49","YES",".5","20231109"
"Sovos Brands","SOVO","2196.81","YES","0","20231108"
"Spectrum Brands","SPB","2704.78","YES","2.22","20231117"
"Simon Property Group","SPG","36806.62","YES","6.76","20240205"
"S&P Global","SPGI","111815.48","YES","1.02","20231102"
"Splunk","SPLK","24754.68","YES","0","20231129"
"Spotify Technology","SPOT","32633.55","YES","0","20240130"
"Spirit Aerosystems","SPR","2566.95","YES","0","20240206"
"SPS Commerce","SPSC","5911.98","YES","0","20240208"
"Sprout Social","SPT","2375.96","YES","0","20231102"
"SPX Technologies, Inc.","SPXC","3693.28","YES","0","20231102"
"Block","SQ","24988.72","YES","0","20231102"
